Dataset,Split,Stage,Accuracy,Precision,Recall,F1_score,Batch_Size,Learning_Rate
Data2/2_Dataset_5_Attack_120_normal.csv,40,test_round,95.62,0.9588,0.9562,0.9563,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,40,final_test,95.62,0.9588,0.9562,0.9563,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,1,train,32.37,0.4718,0.3237,0.3751,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,2,train,28.09,0.4277,0.2809,0.3243,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,3,train,32.26,0.4287,0.3226,0.3578,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,4,train,31.33,0.428,0.3133,0.3547,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,5,train,33.82,0.4317,0.3382,0.3741,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,6,train,37.4,0.4492,0.374,0.3978,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,7,train,29.68,0.4012,0.2968,0.3252,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,8,train,38.94,0.4259,0.3894,0.3961,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,9,train,38.7,0.4166,0.387,0.3966,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,10,train,42.78,0.4175,0.4278,0.4158,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,11,train,51.42,0.4096,0.5142,0.4535,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,12,train,49.07,0.4138,0.4907,0.4432,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,13,train,45.71,0.4153,0.4571,0.4329,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,14,train,48.19,0.4259,0.4819,0.4435,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,15,train,40.68,0.4105,0.4068,0.3989,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,16,train,45.55,0.4033,0.4555,0.4197,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,17,train,60.72,0.3994,0.6072,0.4776,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,18,train,60.65,0.4054,0.6065,0.4756,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,19,train,60.31,0.3977,0.6031,0.4718,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,20,train,62.12,0.4338,0.6212,0.4806,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,21,train,50.46,0.3964,0.5046,0.4385,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,22,train,61.08,0.4136,0.6108,0.4785,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,23,train,50.61,0.3997,0.5061,0.4397,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,24,train,57.69,0.4222,0.5769,0.4729,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,25,train,51.51,0.4057,0.5151,0.4493,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,26,train,62.3,0.42,0.623,0.4803,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,27,train,61.79,0.4037,0.6179,0.4813,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,28,train,61.92,0.393,0.6192,0.4766,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,29,train,56.2,0.4356,0.562,0.4834,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,30,train,62.56,0.4166,0.6256,0.4851,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,31,train,55.09,0.447,0.5509,0.4622,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,32,train,62.08,0.3953,0.6208,0.4786,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,33,train,62.49,0.4181,0.6249,0.4834,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,34,train,61.51,0.4051,0.6151,0.4843,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,35,train,52.79,0.4515,0.5279,0.4639,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,36,train,62.4,0.4213,0.624,0.4802,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,37,train,62.68,0.4147,0.6268,0.485,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,38,train,61.92,0.3837,0.6192,0.4738,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,39,train,54.24,0.4173,0.5424,0.4615,128,3e-05
Data2/2_Dataset_5_Attack_30_normal.csv,40,train,61.69,0.4012,0.6169,0.4794,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,1,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,2,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,3,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,4,test_round,10.44,0.0162,0.1044,0.0244,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,5,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,6,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,7,test_round,10.0,0.01,0.1,0.0182,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,8,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,9,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,10,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,11,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,12,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,13,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,14,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,15,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,16,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,17,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,18,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,19,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,20,test_round,50.0,0.25,0.5,0.3333,128,3e-05
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,21,test_round,50.0,0.25,0.5,0.3333,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,22,test_round,50.0,0.25,0.5,0.3333,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,23,test_round,50.0,0.25,0.5,0.3333,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,24,test_round,50.0,0.25,0.5,0.3333,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,25,test_round,50.0,0.25,0.5,0.3333,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,26,test_round,50.0,0.25,0.5,0.3333,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,27,test_round,50.0,0.25,0.5,0.3333,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,28,test_round,50.0,0.25,0.5,0.3333,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,29,test_round,50.0,0.25,0.5,0.3333,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,30,test_round,50.0,0.25,0.5,0.3333,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,31,test_round,50.0,0.25,0.5,0.3333,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,32,test_round,50.0,0.25,0.5,0.3333,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,33,test_round,50.0,0.25,0.5,0.3333,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,34,test_round,35.94,0.274,0.3594,0.2904,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,35,test_round,50.0,0.25,0.5,0.3333,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,36,test_round,50.0,0.25,0.5,0.3333,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,37,test_round,50.0,0.25,0.5,0.3333,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,38,test_round,50.0,0.25,0.5,0.3333,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,39,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,40,test_round,50.0,0.25,0.5,0.3333,128,3e-05
Data2/2_Dataset_5_Attack_120_normal.csv,40,final_test,50.0,0.25,0.5,0.3333,128,3e-05
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
1,test_round,22.86,0.4518,0.2286,0.1586,128,3e-05
2,test_round,44.16,0.71,0.4416,0.4327,128,3e-05
3,test_round,43.83,0.7085,0.4383,0.4062,128,3e-05
4,test_round,76.91,0.8503,0.7691,0.7858,128,3e-05
5,test_round,79.7,0.8677,0.797,0.8114,128,3e-05
6,test_round,82.67,0.885,0.8267,0.8401,128,3e-05
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
1,test_round,22.86,0.4518,0.2286,0.1586,128,3e-05
1,test_round,22.86,0.4518,0.2286,0.1586,128,3e-05
2,test_round,44.16,0.71,0.4416,0.4327,128,3e-05
2,test_round,44.16,0.71,0.4416,0.4327,128,3e-05
3,test_round,43.83,0.7085,0.4383,0.4062,128,3e-05
3,test_round,43.83,0.7085,0.4383,0.4062,128,3e-05
4,test_round,76.91,0.8503,0.7691,0.7858,128,3e-05
4,test_round,76.91,0.8503,0.7691,0.7858,128,3e-05
5,test_round,79.7,0.8677,0.797,0.8114,128,3e-05
5,test_round,79.7,0.8677,0.797,0.8114,128,3e-05
6,test_round,82.67,0.885,0.8267,0.8401,128,3e-05
6,test_round,82.67,0.885,0.8267,0.8401,128,3e-05
7,test_round,82.65,0.8833,0.8265,0.8389,128,3e-05
7,test_round,82.65,0.8833,0.8265,0.8389,128,3e-05
8,test_round,83.53,0.8888,0.8353,0.847,128,3e-05
8,test_round,83.53,0.8888,0.8353,0.847,128,3e-05
9,test_round,83.46,0.8889,0.8346,0.8465,128,3e-05
9,test_round,83.46,0.8889,0.8346,0.8465,128,3e-05
10,test_round,91.94,0.9243,0.9194,0.9203,128,3e-05
10,test_round,91.94,0.9243,0.9194,0.9203,128,3e-05
11,test_round,89.11,0.9065,0.8911,0.8942,128,3e-05
11,test_round,89.11,0.9065,0.8911,0.8942,128,3e-05
12,test_round,83.41,0.8831,0.834,0.8434,128,3e-05
12,test_round,83.41,0.8831,0.834,0.8434,128,3e-05
13,test_round,92.17,0.9272,0.9217,0.9227,128,3e-05
13,test_round,92.17,0.9272,0.9217,0.9227,128,3e-05
14,test_round,92.05,0.9266,0.9205,0.9217,128,3e-05
14,test_round,92.05,0.9266,0.9205,0.9217,128,3e-05
15,test_round,92.26,0.9279,0.9226,0.9235,128,3e-05
15,test_round,92.26,0.9279,0.9226,0.9235,128,3e-05
16,test_round,92.41,0.9311,0.9241,0.9255,128,3e-05
16,test_round,92.41,0.9311,0.9241,0.9255,128,3e-05
17,test_round,92.44,0.9316,0.9244,0.9259,128,3e-05
17,test_round,92.44,0.9316,0.9244,0.9259,128,3e-05
18,test_round,93.02,0.9336,0.9302,0.9306,128,3e-05
18,test_round,93.02,0.9336,0.9302,0.9306,128,3e-05
19,test_round,83.74,0.885,0.8374,0.8465,128,3e-05
19,test_round,83.74,0.885,0.8374,0.8465,128,3e-05
20,test_round,84.27,0.894,0.8427,0.8535,128,3e-05
20,test_round,84.27,0.894,0.8427,0.8535,128,3e-05
21,test_round,86.17,0.8922,0.8617,0.8676,128,3e-05
21,test_round,86.17,0.8922,0.8617,0.8676,128,3e-05
22,test_round,85.05,0.8978,0.8505,0.8604,128,3e-05
22,test_round,85.05,0.8978,0.8505,0.8604,128,3e-05
23,test_round,87.41,0.9016,0.8741,0.8792,128,3e-05
23,test_round,87.41,0.9016,0.8741,0.8792,128,3e-05
24,test_round,93.71,0.9395,0.9371,0.9372,128,3e-05
24,test_round,93.71,0.9395,0.9371,0.9372,128,3e-05
25,test_round,93.39,0.9385,0.9339,0.9346,128,3e-05
25,test_round,93.39,0.9385,0.9339,0.9346,128,3e-05
26,test_round,92.73,0.9347,0.9273,0.9289,128,3e-05
26,test_round,92.73,0.9347,0.9273,0.9289,128,3e-05
27,test_round,93.87,0.9418,0.9387,0.939,128,3e-05
27,test_round,93.87,0.9418,0.9387,0.939,128,3e-05
28,test_round,85.06,0.894,0.8506,0.8591,128,3e-05
28,test_round,85.06,0.894,0.8506,0.8591,128,3e-05
29,test_round,85.04,0.8936,0.8504,0.8592,128,3e-05
29,test_round,85.04,0.8936,0.8504,0.8592,128,3e-05
30,test_round,85.02,0.8967,0.8502,0.8603,128,3e-05
30,test_round,85.02,0.8967,0.8502,0.8603,128,3e-05
31,test_round,87.51,0.9036,0.8751,0.8811,128,3e-05
31,test_round,87.51,0.9036,0.8751,0.8811,128,3e-05
32,test_round,85.39,0.8962,0.8539,0.8623,128,3e-05
32,test_round,85.39,0.8962,0.8539,0.8623,128,3e-05
33,test_round,85.16,0.8991,0.8516,0.8619,128,3e-05
33,test_round,85.16,0.8991,0.8516,0.8619,128,3e-05
34,test_round,84.95,0.8929,0.8495,0.8578,128,3e-05
34,test_round,84.95,0.8929,0.8495,0.8578,128,3e-05
35,test_round,85.08,0.8931,0.8508,0.8596,128,3e-05
35,test_round,85.08,0.8931,0.8508,0.8596,128,3e-05
36,test_round,85.08,0.8963,0.8508,0.8606,128,3e-05
36,test_round,85.08,0.8963,0.8508,0.8606,128,3e-05
37,test_round,85.38,0.8965,0.8538,0.8622,128,3e-05
37,test_round,85.38,0.8965,0.8538,0.8622,128,3e-05
38,test_round,93.43,0.9382,0.9343,0.935,128,3e-05
38,test_round,93.43,0.9382,0.9343,0.935,128,3e-05
39,test_round,87.42,0.9038,0.8742,0.8802,128,3e-05
39,test_round,87.42,0.9038,0.8742,0.8802,128,3e-05
40,test_round,93.26,0.9378,0.9326,0.9335,128,3e-05
40,test_round,93.26,0.9378,0.9326,0.9335,128,3e-05
40,final_test,93.26,0.9378,0.9326,0.9335,128,3e-05
40,final_test,93.26,0.9378,0.9326,0.9335,128,3e-05
1,train,19.04,0.4114,0.1904,0.2253,128,1e-05
2,train,27.08,0.4576,0.2708,0.3147,128,1e-05
3,train,29.53,0.5756,0.2953,0.2859,128,1e-05
4,train,45.98,0.6419,0.4598,0.473,128,1e-05
5,train,50.91,0.7375,0.5091,0.5461,128,1e-05
6,train,57.08,0.7783,0.5708,0.6189,128,1e-05
7,train,63.49,0.8071,0.6349,0.6803,128,1e-05
8,train,70.1,0.83,0.701,0.7381,128,1e-05
9,train,77.51,0.8528,0.7751,0.7996,128,1e-05
10,train,81.07,0.8624,0.8107,0.8272,128,1e-05
11,train,84.52,0.878,0.8452,0.8555,128,1e-05
12,train,86.66,0.8884,0.8666,0.8734,128,1e-05
13,train,88.06,0.8969,0.8806,0.8858,128,1e-05
14,train,89.49,0.9043,0.8949,0.8979,128,1e-05
15,train,90.67,0.9122,0.9067,0.9085,128,1e-05
16,train,91.12,0.9142,0.9112,0.9121,128,1e-05
17,train,91.57,0.9184,0.9157,0.9165,128,1e-05
18,train,91.98,0.9218,0.9198,0.9204,128,1e-05
19,train,92.25,0.9239,0.9225,0.9228,128,1e-05
20,train,92.44,0.9261,0.9244,0.9248,128,1e-05
21,train,91.91,0.9207,0.9191,0.9194,128,1e-05
22,train,92.65,0.9285,0.9265,0.9269,128,1e-05
